Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Date,,,,,
2007-09-17,4837.5498046875,4855.7001953125,4481.5498046875,4518.4501953125,0
2007-09-24,5021.35009765625,5055.7998046875,4837.14990234375,4837.14990234375,0
2007-10-01,5185.85009765625,5261.35009765625,5001.35009765625,5021.5,0
2007-10-08,5428.25,5549.2998046875,5000.9501953125,5186.25,0
2007-10-15,5215.2998046875,5736.7998046875,5101.75,5428.35009765625,0
2007-10-22,5702.2998046875,5716.89990234375,5070.89990234375,5202.75,0
2007-10-29,5932.39990234375,6011.9501953125,5708.89990234375,5708.89990234375,0
2007-11-05,5663.25,5957.2001953125,5614.89990234375,5931.89990234375,0
2007-11-12,5906.85009765625,5966.9501953125,5477.5,5660.60009765625,0
2007-11-19,5608.60009765625,5981.7998046875,5394.35009765625,5908.0498046875,0
2007-11-26,5762.75,5782.5498046875,5595.5,5611.2998046875,0
2007-12-03,5974.2998046875,6042.10009765625,5754.60009765625,5765.4501953125,0
2007-12-10,6047.7001953125,6185.39990234375,5923.35009765625,5974.0,0
2007-12-17,5766.5,6039.9501953125,5676.7001953125,6037.9501953125,0
2007-12-24,6079.7001953125,6110.85009765625,5771.2998046875,5771.2998046875,0
2007-12-31,6274.2998046875,6300.0498046875,6060.85009765625,6095.0,0
2008-01-07,6200.10009765625,6357.10009765625,6112.5498046875,6271.0,0
2008-01-14,5705.2998046875,6260.4501953125,5677.0,6208.7998046875,0
2008-01-21,5383.35009765625,5705.0,4448.5,5705.0,0
2008-01-28,5317.25,5391.60009765625,5071.0,5380.9501953125,0
2008-02-04,5120.35009765625,5545.2001953125,5034.25,5315.5498046875,0
2008-02-11,5302.89990234375,5315.39990234375,4803.60009765625,5120.5498046875,0
2008-02-18,5110.75,5368.4501953125,5092.7998046875,5304.4501953125,0
2008-02-25,5223.5,5368.14990234375,5055.14990234375,5112.25,0
2008-03-03,4771.60009765625,5222.7998046875,4672.25,5222.7998046875,0
2008-03-10,4745.7998046875,5019.2001953125,4580.14990234375,4767.7998046875,0
2008-03-17,4573.9501953125,4745.4501953125,4468.5498046875,4745.4501953125,0
2008-03-24,4942.0,4970.7998046875,4539.7998046875,4576.7998046875,0
2008-03-31,4647.0,4947.0,4628.75,4942.14990234375,0
2008-04-07,4777.7998046875,4817.39990234375,4628.7998046875,4631.35009765625,0
2008-04-14,4958.39990234375,4984.9501953125,4708.2998046875,4779.9501953125,0
2008-04-21,5111.7001953125,5117.7001953125,4955.89990234375,4955.89990234375,0
2008-04-28,5228.2001953125,5298.85009765625,5079.14990234375,5112.5,0
2008-05-05,4982.60009765625,5254.5,4969.39990234375,5227.25,0
2008-05-12,5157.7001953125,5167.39990234375,4913.7998046875,4981.0,0
2008-05-19,4946.5498046875,5160.0498046875,4940.7001953125,5157.0,0
2008-05-26,4870.10009765625,4957.39990234375,4801.89990234375,4953.60009765625,0
2008-06-02,4627.7998046875,4908.7998046875,4536.25,4869.25,0
2008-06-09,4517.10009765625,4626.4501953125,4369.7998046875,4626.4501953125,0
2008-06-16,4347.5498046875,4679.75,4333.60009765625,4536.2998046875,0
2008-06-23,4136.64990234375,4351.14990234375,4093.199951171875,4351.14990234375,0
2008-06-30,4016.0,4163.0,3848.25,4136.25,0
2008-07-07,4049.0,4215.5,3896.050048828125,4002.0,0
2008-07-14,4092.25,4118.10009765625,3790.199951171875,4047.449951171875,0
2008-07-21,4311.85009765625,4539.4501953125,4072.75,4092.199951171875,0
2008-07-28,4413.5498046875,4422.9501953125,4159.14990234375,4282.25,0
2008-08-04,4529.5,4615.89990234375,4362.89990234375,4426.10009765625,0
2008-08-11,4430.7001953125,4649.85009765625,4421.25,4529.35009765625,0
2008-08-18,4327.4501953125,4447.39990234375,4248.0,4430.7001953125,0
2008-08-25,4360.0,4398.7998046875,4201.85009765625,4317.9501953125,0
2008-09-01,4352.2998046875,4522.39990234375,4281.35009765625,4356.10009765625,0
2008-09-08,4228.4501953125,4558.0,4200.14990234375,4358.2998046875,0
2008-09-15,4245.25,4262.64990234375,3799.550048828125,4231.9501953125,0
2008-09-22,3985.25,4303.25,3970.35009765625,4248.9501953125,0
2008-09-29,3818.300048828125,4000.5,3715.050048828125,3990.199951171875,0
2008-10-06,3279.949951171875,3820.85009765625,3198.949951171875,3817.300048828125,0
2008-10-13,3074.35009765625,3648.25,3046.60009765625,3272.89990234375,0
2008-10-20,2584.0,3254.85009765625,2525.050048828125,3108.199951171875,0
2008-10-27,2885.60009765625,2921.35009765625,2252.75,2583.75,0
2008-11-03,2973.0,3240.550048828125,2860.10009765625,2885.39990234375,0
2008-11-10,2810.35009765625,3161.25,2778.800048828125,2973.300048828125,0
2008-11-17,2693.449951171875,2835.699951171875,2502.89990234375,2813.39990234375,0
2008-11-24,2755.10009765625,2790.699951171875,2633.800048828125,2690.85009765625,0
2008-12-01,2714.39990234375,2832.85009765625,2570.699951171875,2755.14990234375,0
2008-12-08,2921.35009765625,2945.300048828125,2714.699951171875,2714.699951171875,0
2008-12-15,3077.5,3106.800048828125,2917.89990234375,2917.89990234375,0
2008-12-22,2857.25,3110.449951171875,2844.800048828125,3077.25,0
2008-12-29,3046.75,3079.85009765625,2812.89990234375,2857.14990234375,0
2009-01-05,2873.0,3147.199951171875,2810.25,3058.75,0
2009-01-12,2828.449951171875,2869.199951171875,2701.75,2868.85009765625,0
2009-01-19,2678.550048828125,2868.199951171875,2661.64990234375,2828.699951171875,0
2009-01-26,2874.800048828125,2881.0,2685.25,2686.050048828125,0
2009-02-02,2843.10009765625,2873.449951171875,2752.89990234375,2872.35009765625,0
2009-02-09,2948.35009765625,2969.75,2840.14990234375,2843.050048828125,0
2009-02-16,2736.449951171875,2953.199951171875,2709.300048828125,2948.25,0
2009-02-23,2763.64990234375,2797.800048828125,2677.550048828125,2737.25,0
2009-03-02,2620.14990234375,2764.60009765625,2539.449951171875,2764.60009765625,0
2009-03-09,2719.25,2726.14990234375,2555.60009765625,2620.10009765625,0
2009-03-16,2807.050048828125,2836.050048828125,2701.949951171875,2716.050048828125,0
2009-03-23,3108.64990234375,3123.35009765625,2807.25,2807.25,0
2009-03-30,3211.050048828125,3228.75,2962.39990234375,3108.75,0
2009-04-06,3342.050048828125,3401.14990234375,3149.25,3211.35009765625,0
2009-04-13,3384.39990234375,3511.25,3311.800048828125,3342.199951171875,0
2009-04-20,3480.75,3491.35009765625,3296.89990234375,3384.75,0
2009-04-27,3473.949951171875,3517.25,3351.5,3481.300048828125,0
2009-05-04,3620.699951171875,3717.050048828125,3478.699951171875,3478.699951171875,0
2009-05-11,3671.64990234375,3709.60009765625,3534.199951171875,3615.75,0
2009-05-18,4238.5,4509.39990234375,3673.14990234375,3673.14990234375,0
2009-05-25,4448.9501953125,4488.0498046875,4092.25,4238.10009765625,0
2009-06-01,4586.89990234375,4636.85009765625,4450.39990234375,4450.39990234375,0
2009-06-08,4583.39990234375,4693.2001953125,4365.10009765625,4582.35009765625,0
2009-06-15,4313.60009765625,4601.0498046875,4206.7001953125,4584.64990234375,0
2009-06-22,4375.5,4383.75,4143.25,4314.2001953125,0
2009-06-29,4424.25,4439.9501953125,4249.7001953125,4375.39990234375,0
2009-07-06,4003.89990234375,4479.7998046875,3976.800048828125,4429.60009765625,0
2009-07-13,4374.9501953125,4390.39990234375,3918.75,4003.39990234375,0
2009-07-20,4568.5498046875,4578.75,4377.89990234375,4377.89990234375,0
2009-07-27,4636.4501953125,4669.75,4420.7998046875,4568.64990234375,0
2009-08-03,4481.39990234375,4731.4501953125,4463.9501953125,4633.7998046875,0
2009-08-10,4580.0498046875,4619.0,4359.39990234375,4486.5,0
2009-08-17,4528.7998046875,4578.7998046875,4353.4501953125,4578.7998046875,0
2009-08-24,4732.35009765625,4743.75,4536.9501953125,4536.9501953125,0
2009-08-31,4680.39990234375,4735.89990234375,4576.60009765625,4730.85009765625,0
2009-09-07,4829.5498046875,4889.0498046875,4679.2998046875,4682.39990234375,0
2009-09-14,4976.0498046875,5003.0498046875,4786.25,4830.35009765625,0
2009-09-21,4958.9501953125,5036.2998046875,4904.0498046875,4977.10009765625,0
2009-09-28,5083.39990234375,5110.5,4959.10009765625,4959.14990234375,0
2009-10-05,4945.2001953125,5077.0,4921.0498046875,5076.0498046875,0
2009-10-12,5142.14990234375,5152.25,4945.4501953125,4945.4501953125,0
2009-10-19,4997.0498046875,5181.9501953125,4968.4501953125,5145.60009765625,0
2009-10-26,4711.7001953125,5033.75,4687.5,4997.14990234375,0
2009-11-02,4796.14990234375,4836.2001953125,4538.5,4712.25,0
2009-11-09,4998.9501953125,5017.89990234375,4789.89990234375,4796.14990234375,0
2009-11-16,5052.4501953125,5079.2998046875,4932.7998046875,4996.5,0
2009-11-23,4941.75,5138.0,4806.7001953125,5052.9501953125,0
2009-11-30,5108.89990234375,5181.0,4942.25,4942.25,0
2009-12-07,5117.2998046875,5182.5498046875,5051.5498046875,5108.85009765625,0
2009-12-14,4987.7001953125,5156.7001953125,4979.0498046875,5117.4501953125,0
2009-12-21,5178.39990234375,5197.89990234375,4943.9501953125,4983.64990234375,0
2009-12-28,5201.0498046875,5221.85009765625,5160.10009765625,5180.75,0
2010-01-04,5244.75,5310.85009765625,5167.10009765625,5200.89990234375,0
2010-01-11,5252.2001953125,5300.5,5169.5498046875,5263.7998046875,0
2010-01-18,5036.0,5292.5,4954.85009765625,5253.64990234375,0
2010-01-25,4882.0498046875,5035.7001953125,4766.0,5034.5498046875,0
2010-02-01,4718.64990234375,4951.14990234375,4692.35009765625,4882.0498046875,0
2010-02-08,4826.85009765625,4843.7998046875,4675.39990234375,4755.35009765625,0
2010-02-15,4844.89990234375,4929.7001953125,4783.89990234375,4827.89990234375,0
2010-02-22,4922.2998046875,4992.0,4833.14990234375,4849.35009765625,0
2010-03-01,5088.7001953125,5118.64990234375,4935.35009765625,4935.60009765625,0
2010-03-08,5137.0,5158.10009765625,5092.0498046875,5092.14990234375,0
2010-03-15,5262.7998046875,5269.9501953125,5101.2001953125,5134.4501953125,0
2010-03-22,5282.0,5293.75,5187.0498046875,5260.9501953125,0
2010-03-29,5290.5,5329.5498046875,5235.14990234375,5283.89990234375,0
2010-04-05,5361.75,5399.64990234375,5290.25,5291.39990234375,0
2010-04-12,5262.60009765625,5382.14990234375,5237.5498046875,5354.14990234375,0
2010-04-19,5304.10009765625,5331.7998046875,5160.89990234375,5279.0498046875,0
2010-04-26,5278.0,5342.35009765625,5202.4501953125,5299.35009765625,0
2010-05-03,5018.0498046875,5278.7001953125,4984.60009765625,5278.39990234375,0
2010-05-10,5093.5,5212.7001953125,5026.60009765625,5026.60009765625,0
2010-05-17,4931.14990234375,5105.2001953125,4842.2998046875,5093.89990234375,0
2010-05-24,5066.5498046875,5077.25,4786.4501953125,4944.2998046875,0
2010-05-31,5135.5,5147.89990234375,4961.0498046875,5076.10009765625,0
2010-06-07,5119.35009765625,5139.0498046875,4967.2998046875,5132.9501953125,0
2010-06-14,5262.60009765625,5302.2998046875,5120.14990234375,5120.14990234375,0
2010-06-21,5269.0498046875,5366.75,5259.89990234375,5266.5,0
2010-06-28,5237.10009765625,5339.4501953125,5210.0,5271.10009765625,0
2010-07-05,5352.4501953125,5359.0498046875,5225.85009765625,5237.0,0
2010-07-12,5393.89990234375,5453.4501953125,5351.60009765625,5352.25,0
2010-07-19,5449.10009765625,5477.5,5353.60009765625,5392.7001953125,0
2010-07-26,5367.60009765625,5466.25,5349.2001953125,5446.5498046875,0
2010-08-02,5439.25,5487.14990234375,5351.2998046875,5369.5498046875,0
2010-08-09,5452.10009765625,5492.2998046875,5372.4501953125,5439.7998046875,0
2010-08-16,5530.64990234375,5546.60009765625,5397.39990234375,5452.10009765625,0
2010-08-23,5408.7001953125,5549.7998046875,5391.9501953125,5531.14990234375,0
2010-08-30,5479.39990234375,5513.9501953125,5348.89990234375,5408.89990234375,0
2010-09-06,5640.0498046875,5647.4501953125,5479.5498046875,5479.5498046875,0
2010-09-13,5884.9501953125,5901.64990234375,5639.2001953125,5639.2001953125,0
2010-09-20,6018.2998046875,6037.39990234375,5885.0498046875,5885.0498046875,0
2010-09-27,6143.39990234375,6153.10009765625,5963.60009765625,6018.2998046875,0
2010-10-04,6103.4501953125,6223.39990234375,6067.0,6144.7001953125,0
2010-10-11,6062.64990234375,6284.10009765625,6050.35009765625,6105.9501953125,0
2010-10-18,6066.0498046875,6127.0498046875,5966.75,6112.75,0
2010-10-25,6017.7001953125,6151.2998046875,5937.10009765625,6101.25,0
2010-11-01,6312.4501953125,6338.5,6084.75,6092.2998046875,0
2010-11-08,6071.64990234375,6335.89990234375,6056.75,6335.25,0
2010-11-15,5890.2998046875,6144.0498046875,5863.9501953125,6079.89990234375,0
2010-11-22,5751.9501953125,6020.25,5690.35009765625,5920.89990234375,0
2010-11-29,5992.7998046875,6029.5,5754.7001953125,5789.9501953125,0
2010-12-06,5857.35009765625,6069.4501953125,5721.14990234375,6033.64990234375,0
2010-12-13,5948.75,5956.14990234375,5795.89990234375,5882.64990234375,0
2010-12-20,6011.60009765625,6023.7998046875,5900.25,5926.85009765625,0
2010-12-27,6134.5,6147.2998046875,5982.25,6013.2998046875,0
2011-01-03,5904.60009765625,6181.0498046875,5883.60009765625,6177.4501953125,0
2011-01-10,5654.5498046875,5907.25,5639.64990234375,5901.2998046875,0
2011-01-17,5696.5,5747.64990234375,5624.14990234375,5648.7998046875,0
2011-01-24,5512.14990234375,5801.5498046875,5459.5498046875,5717.10009765625,0
2011-01-31,5395.75,5556.2998046875,5369.0498046875,5452.5498046875,0
2011-02-07,5310.0,5440.35009765625,5177.7001953125,5430.14990234375,0
2011-02-14,5458.9501953125,5599.25,5340.25,5340.25,0
2011-02-21,5303.5498046875,5526.25,5232.75,5456.60009765625,0
2011-02-28,5538.75,5608.2001953125,5308.60009765625,5330.14990234375,0
2011-03-07,5445.4501953125,5563.2998046875,5408.4501953125,5490.0498046875,0
2011-03-14,5373.7001953125,5537.2998046875,5366.39990234375,5436.5,0
2011-03-21,5654.25,5667.10009765625,5348.2001953125,5408.75,0
2011-03-28,5826.0498046875,5872.0,5643.2001953125,5645.25,0
2011-04-04,5842.0,5944.4501953125,5822.0,5842.0,0
2011-04-11,5824.5498046875,5923.60009765625,5735.5498046875,5805.35009765625,0
2011-04-18,5884.7001953125,5912.89990234375,5693.25,5824.35009765625,0
2011-04-25,5749.5,5906.60009765625,5706.0498046875,5859.60009765625,0
2011-05-02,5551.4501953125,5775.25,5443.64990234375,5766.89990234375,0
